# generated from db/map.db — do not edit by hand
# metres from the map's SOUTH-WEST corner, x east, y north
# rivers and brooks as drawn lines, half_w_m = half the channel's
# width at the point. A road crosses the RIVER only at a bridge, a
# dam or a point with mark=ford; a BROOK is fordable anywhere (human,
# 25 September 2026: «Через ручьи есть броды этого достаточно» — the
# rule is a STUB until a brook grows a steep or deep stretch), and
# a stone arch carries the road where the map already has one.
line,kind,seq,x_m,y_m,half_w_m,mark
brook,brook,2802,5918.0,8477.9,1.90,
brook,brook,2803,5921.5,8480.4,1.90,
brook,brook,2804,5924.9,8482.9,1.90,
brook,brook,2805,5928.2,8485.5,1.90,
brook,brook,2806,5931.5,8488.0,1.90,
brook,brook,2807,5934.7,8490.5,1.90,
brook,brook,2808,5937.7,8493.1,1.90,
brook,brook,2809,5940.7,8495.7,1.90,
brook,brook,2810,5943.9,8498.2,1.90,
brook,brook,2811,5947.3,8500.7,1.90,
brook,brook,2812,5950.7,8503.2,1.90,
brook,brook,2813,5954.2,8505.7,1.90,
brook,brook,2814,5957.8,8508.2,1.90,
brook,brook,2815,5961.5,8510.7,1.90,
brook,brook,2816,5965.2,8513.2,1.90,
brook,brook,2817,5969.0,8515.7,1.90,
brook,brook,2818,5972.7,8518.1,1.90,
brook,brook,2819,5976.4,8520.6,1.91,
brook,brook,2820,5980.1,8523.1,1.91,
brook,brook,2821,5983.7,8525.6,1.91,
brook,brook,2822,5987.3,8528.1,1.91,
brook,brook,2823,5990.7,8530.6,1.91,
brook,brook,2824,5994.1,8533.1,1.91,
brook,brook,2825,5997.3,8535.6,1.91,
brook,brook,2826,6000.4,8538.1,1.91,
brook,brook,2827,6003.3,8540.6,1.91,
brook,brook,2828,6006.1,8543.2,1.91,
brook,brook,2829,6008.6,8545.7,1.91,
brook,brook,2830,6010.9,8548.3,1.91,
brook,brook,2831,6013.0,8550.9,1.91,
brook,brook,2832,6014.8,8553.5,1.91,
brook,brook,2833,6016.4,8556.1,1.91,
brook,brook,2834,6017.7,8558.8,1.91,
brook,brook,2835,6018.9,8561.5,1.91,
brook,brook,2836,6019.9,8564.1,1.91,
brook,brook,2837,6020.8,8566.8,1.91,
brook,brook,2838,6021.5,8569.5,1.91,
brook,brook,2839,6022.0,8572.2,1.91,
brook,brook,2840,6022.4,8575.0,1.91,
brook,brook,2841,6022.6,8577.7,1.91,
brook,brook,2842,6022.8,8580.5,1.91,
brook,brook,2843,6022.8,8583.2,1.91,
brook,brook,2844,6022.8,8586.0,1.91,
brook,brook,2845,6022.6,8588.7,1.92,
brook,brook,2846,6022.4,8591.5,1.92,
brook,brook,2847,6022.1,8594.3,1.92,
brook,brook,2848,6021.8,8597.0,1.92,
brook,brook,2849,6021.4,8599.8,1.92,
brook,brook,2850,6020.9,8602.6,1.92,
brook,brook,2851,6020.5,8605.4,1.92,
brook,brook,2852,6020.0,8608.1,1.92,
brook,brook,2853,6019.6,8610.9,1.92,
brook,brook,2854,6019.1,8613.7,1.92,
brook,brook,2855,6018.6,8616.4,1.92,
brook,brook,2856,6018.2,8619.2,1.92,
brook,brook,2857,6017.7,8622.0,1.92,
brook,brook,2858,6017.1,8624.7,1.92,
brook,brook,2859,6016.4,8627.5,1.92,
brook,brook,2860,6015.6,8630.3,1.92,
brook,brook,2861,6014.8,8633.1,1.92,
brook,brook,2862,6013.8,8635.9,1.92,
brook,brook,2863,6012.8,8638.7,1.92,
brook,brook,2864,6011.7,8641.5,1.92,
brook,brook,2865,6010.6,8644.3,1.92,
brook,brook,2866,6009.4,8647.1,1.92,
brook,brook,2867,6008.2,8649.9,1.92,
brook,brook,2868,6007.0,8652.7,1.92,
brook,brook,2869,6005.8,8655.5,1.93,
brook,brook,2870,6004.6,8658.3,1.93,
brook,brook,2871,6003.4,8661.0,1.93,
brook,brook,2872,6002.3,8663.8,1.93,
brook,brook,2873,6001.1,8666.6,1.93,
brook,brook,2874,6000.1,8669.4,1.93,
brook,brook,2875,5999.0,8672.1,1.93,
brook,brook,2876,5998.0,8674.9,1.93,
brook,brook,2877,5997.1,8677.6,1.93,
brook,brook,2878,5996.3,8680.4,1.93,
brook,brook,2879,5995.6,8683.1,1.93,
brook,brook,2880,5995.0,8685.8,1.93,
brook,brook,2881,5994.5,8688.5,1.93,
brook,brook,2882,5994.0,8691.2,1.93,
brook,brook,2883,5993.6,8693.9,1.93,
brook,brook,2884,5993.3,8696.5,1.93,
brook,brook,2885,5993.0,8699.2,1.93,
brook,brook,2886,5992.8,8701.9,1.93,
brook,brook,2887,5992.6,8704.5,1.93,
brook,brook,2888,5992.4,8707.1,1.93,
brook,brook,2889,5992.3,8709.8,1.93,
brook,brook,2890,5992.2,8712.4,1.93,
brook,brook,2891,5992.2,8715.0,1.93,
brook,brook,2892,5992.1,8717.6,1.93,
brook,brook,2893,5992.1,8720.3,1.93,
brook,brook,2894,5992.1,8722.9,1.94,
brook,brook,2895,5992.0,8725.5,1.94,
brook,brook,2896,5992.0,8728.1,1.94,
brook,brook,2897,5992.0,8730.7,1.94,
brook,brook,2898,5992.0,8733.3,1.94,
brook,brook,2899,5991.9,8735.9,1.94,
brook,brook,2900,5991.9,8738.5,1.94,
brook,brook,2901,5991.8,8741.1,1.94,
brook,brook,2902,5991.6,8743.7,1.94,
brook,brook,2903,5991.5,8746.3,1.94,
brook,brook,2904,5991.3,8748.9,1.94,
brook,brook,2905,5991.1,8751.5,1.94,
brook,brook,2906,5990.9,8754.1,1.94,
brook,brook,2907,5990.7,8756.7,1.94,
brook,brook,2908,5990.5,8759.3,1.94,
brook,brook,2909,5990.3,8761.9,1.94,
brook,brook,2910,5990.2,8764.4,1.94,
brook,brook,2911,5990.0,8767.0,1.95,
brook,brook,2912,5989.8,8769.6,1.95,
brook,brook,2913,5989.6,8772.2,1.95,
brook,brook,2914,5989.4,8774.8,1.95,
brook,brook,2915,5989.2,8777.3,1.95,
brook,brook,2916,5989.0,8779.9,1.95,
brook,brook,2917,5988.8,8782.5,1.95,
brook,brook,2918,5988.5,8785.0,1.95,
brook,brook,2919,5988.3,8787.6,1.95,
brook,brook,2920,5988.0,8790.2,1.95,
brook,brook,2921,5987.7,8792.7,1.95,
brook,brook,2922,5987.3,8795.3,1.96,
brook,brook,2923,5987.0,8797.9,1.96,
brook,brook,2924,5986.6,8800.4,1.96,
brook,brook,2925,5986.2,8803.0,1.96,
brook,brook,2926,5985.7,8805.6,1.96,
brook,brook,2927,5985.2,8808.1,1.96,
brook,brook,2928,5984.7,8810.7,1.96,
brook,brook,2929,5984.1,8813.3,1.96,
brook,brook,2930,5983.5,8815.8,1.96,
brook,brook,2931,5982.8,8818.4,1.96,
brook,brook,2932,5982.0,8821.0,1.96,
brook,brook,2933,5981.2,8823.6,1.96,
brook,brook,2934,5980.4,8826.2,1.96,
brook,brook,2935,5979.6,8828.7,1.96,
brook,brook,2936,5978.7,8831.3,1.96,
brook,brook,2937,5977.7,8833.9,1.96,
brook,brook,2938,5976.8,8836.5,1.96,
brook,brook,2939,5975.9,8839.0,1.97,
brook,brook,2940,5974.9,8841.6,1.97,
brook,brook,2941,5974.0,8844.2,1.97,
brook,brook,2942,5973.0,8846.8,1.97,
brook,brook,2943,5972.1,8849.3,1.97,
brook,brook,2944,5971.2,8851.9,1.97,
brook,brook,2945,5970.3,8854.5,1.97,
brook,brook,2946,5969.4,8857.0,1.97,
brook,brook,2947,5968.6,8859.6,1.97,
brook,brook,2948,5967.7,8862.1,1.97,
brook,brook,2949,5967.0,8864.6,1.97,
brook,brook,2950,5966.3,8867.2,1.97,
brook,brook,2951,5965.6,8869.7,1.97,
brook,brook,2952,5965.0,8872.2,1.97,
brook,brook,2953,5964.4,8874.7,1.97,
brook,brook,2954,5963.9,8877.2,1.97,
brook,brook,2955,5963.3,8879.7,1.97,
brook,brook,2956,5962.8,8882.2,1.97,
brook,brook,2957,5962.3,8884.7,1.97,
brook,brook,2958,5961.8,8887.2,1.97,
brook,brook,2959,5961.4,8889.6,1.97,
brook,brook,2960,5960.9,8892.1,1.97,
brook,brook,2961,5960.5,8894.6,1.97,
brook,brook,2962,5960.1,8897.0,1.97,
brook,brook,2963,5959.7,8899.5,1.97,
brook,brook,2964,5959.4,8901.9,1.98,
brook,brook,2965,5959.1,8904.4,1.98,
brook,brook,2966,5958.7,8906.8,1.98,
brook,brook,2967,5958.5,8909.3,1.98,
brook,brook,2968,5958.2,8911.7,1.98,
brook,brook,2969,5958.0,8914.1,1.98,
brook,brook,2970,5957.8,8916.6,1.98,
brook,brook,2971,5957.6,8919.0,1.98,
brook,brook,2972,5957.5,8921.5,1.98,
brook,brook,2973,5957.4,8923.9,1.98,
brook,brook,2974,5957.3,8926.3,1.98,
brook,brook,2975,5957.2,8928.8,1.98,
brook,brook,2976,5957.2,8931.2,1.98,
brook,brook,2977,5957.2,8933.6,1.98,
brook,brook,2978,5957.3,8936.1,1.98,
brook,brook,2979,5957.5,8938.5,1.98,
brook,brook,2980,5957.7,8940.9,1.98,
brook,brook,2981,5957.9,8943.3,1.98,
brook,brook,2982,5958.2,8945.7,1.98,
brook,brook,2983,5958.6,8948.1,1.98,
brook,brook,2984,5959.0,8950.6,1.98,
brook,brook,2985,5959.4,8953.0,1.98,
brook,brook,2986,5959.8,8955.4,1.98,
brook,brook,2987,5960.2,8957.8,1.98,
brook,brook,2988,5960.6,8960.2,1.98,
brook,brook,2989,5961.1,8962.6,1.99,
brook,brook,2990,5961.6,8965.0,1.99,
brook,brook,2991,5962.0,8967.4,1.99,
brook,brook,2992,5962.4,8969.8,1.99,
brook,brook,2993,5962.9,8972.2,1.99,
brook,brook,2994,5963.3,8974.6,1.99,
brook,brook,2995,5963.6,8977.0,1.99,
brook,brook,2996,5964.0,8979.4,1.99,
brook,brook,2997,5964.3,8981.8,1.99,
brook,brook,2998,5964.5,8984.3,1.99,
brook,brook,2999,5964.7,8986.7,1.99,
brook,brook,3000,5964.9,8989.1,1.99,
brook,brook,3001,5965.0,8991.5,1.99,
brook,brook,3002,5965.1,8994.0,1.99,
brook,brook,3003,5965.2,8996.4,1.99,
brook,brook,3004,5965.3,8998.8,1.99,
brook,brook,3005,5965.3,9001.3,1.99,
brook,brook,3006,5965.3,9003.7,1.99,
brook,brook,3007,5965.3,9006.2,1.99,
brook,brook,3008,5965.3,9008.6,1.99,
brook,brook,3009,5965.3,9011.1,1.99,
brook,brook,3010,5965.3,9013.5,1.99,
brook,brook,3011,5965.2,9016.0,1.99,
brook,brook,3012,5965.1,9018.4,1.99,
brook,brook,3013,5965.1,9020.9,1.99,
brook,brook,3014,5965.0,9023.3,2.00,
brook,brook,3015,5964.9,9025.8,2.00,
brook,brook,3016,5964.7,9028.2,2.00,
brook,brook,3017,5964.6,9030.7,2.00,
brook,brook,3018,5964.5,9033.1,2.00,
brook,brook,3019,5964.3,9035.6,2.00,
brook,brook,3020,5964.2,9038.0,2.00,
brook,brook,3021,5964.0,9040.5,2.00,
brook,brook,3022,5963.9,9042.9,2.00,
brook,brook,3023,5963.7,9045.4,2.00,
brook,brook,3024,5963.5,9047.8,2.00,
brook,brook,3025,5963.3,9050.2,2.00,
brook,brook,3026,5963.0,9052.7,2.00,
brook,brook,3027,5962.7,9055.2,2.00,
brook,brook,3028,5962.3,9057.6,2.00,
brook,brook,3029,5961.8,9060.1,2.00,
brook,brook,3030,5961.4,9062.5,2.00,
brook,brook,3031,5960.9,9065.0,2.01,
brook,brook,3032,5960.4,9067.5,2.01,
brook,brook,3033,5959.9,9069.9,2.01,
brook,brook,3034,5959.3,9072.4,2.01,
brook,brook,3035,5958.8,9074.9,2.01,
brook,brook,3036,5958.3,9077.3,2.01,
brook,brook,3037,5957.8,9079.8,2.01,
brook,brook,3038,5957.4,9082.3,2.01,
brook,brook,3039,5957.0,9084.7,2.01,
brook,brook,3040,5956.6,9087.2,2.01,
brook,brook,3041,5956.3,9089.6,2.01,
brook,brook,3042,5956.0,9092.0,2.02,
brook,brook,3043,5955.8,9094.4,2.02,
brook,brook,3044,5955.7,9096.9,2.02,
brook,brook,3045,5955.6,9099.3,2.02,
brook,brook,3046,5955.7,9101.7,2.02,
brook,brook,3047,5955.8,9104.0,2.02,
brook,brook,3048,5956.1,9106.4,2.02,
brook,brook,3049,5956.4,9108.8,2.02,
brook,brook,3050,5956.8,9111.1,2.02,
brook,brook,3051,5957.2,9113.5,2.02,
brook,brook,3052,5957.7,9115.8,2.02,
brook,brook,3053,5958.2,9118.1,2.02,
brook,brook,3054,5958.8,9120.5,2.02,
brook,brook,3055,5959.4,9122.8,2.02,
brook,brook,3056,5960.1,9125.1,2.02,
brook,brook,3057,5960.8,9127.4,2.02,
brook,brook,3058,5961.6,9129.7,2.02,
brook,brook,3059,5962.5,9132.0,2.03,
brook,brook,3060,5963.3,9134.3,2.03,
brook,brook,3061,5964.3,9136.6,2.03,
brook,brook,3062,5965.3,9138.9,2.03,
brook,brook,3063,5966.3,9141.2,2.03,
brook,brook,3064,5967.4,9143.4,2.03,
brook,brook,3065,5968.6,9145.7,2.03,
brook,brook,3066,5969.8,9147.9,2.03,
brook,brook,3067,5971.1,9150.1,2.03,
brook,brook,3068,5972.4,9152.4,2.03,
brook,brook,3069,5973.8,9154.6,2.03,
brook,brook,3070,5975.3,9156.8,2.03,
brook,brook,3071,5976.8,9159.0,2.03,
brook,brook,3072,5978.4,9161.2,2.03,
brook,brook,3073,5980.1,9163.4,2.03,
brook,brook,3074,5981.9,9165.5,2.03,
brook,brook,3075,5983.8,9167.7,2.03,
brook,brook,3076,5985.8,9169.9,2.03,
brook,brook,3077,5987.9,9172.0,2.03,
brook,brook,3078,5990.1,9174.1,2.03,
brook,brook,3079,5992.3,9176.2,2.03,
brook,brook,3080,5994.7,9178.3,2.03,
brook,brook,3081,5997.0,9180.4,2.03,
brook,brook,3082,5999.5,9182.5,2.03,
brook,brook,3083,6001.9,9184.6,2.03,
brook,brook,3084,6004.4,9186.7,2.03,
brook,brook,3085,6007.0,9188.8,2.04,
brook,brook,3086,6009.5,9190.8,2.04,
brook,brook,3087,6012.0,9192.9,2.04,
brook,brook,3088,6014.6,9195.0,2.04,
brook,brook,3089,6017.1,9197.0,2.04,
brook,brook,3090,6019.6,9199.1,2.04,
brook,brook,3091,6022.1,9201.1,2.04,
brook,brook,3092,6024.5,9203.2,2.04,
brook,brook,3093,6026.9,9205.2,2.04,
brook,brook,3094,6029.2,9207.3,2.04,
brook,brook,3095,6031.4,9209.3,2.04,
brook,brook,3096,6033.6,9211.4,2.04,
brook,brook,3097,6035.8,9213.4,2.04,
brook,brook,3098,6038.0,9215.4,2.04,
brook,brook,3099,6040.2,9217.4,2.04,
brook,brook,3100,6042.4,9219.3,2.04,
brook,brook,3101,6044.7,9221.2,2.04,
brook,brook,3102,6047.0,9223.1,2.04,
brook,brook,3103,6049.3,9225.0,2.04,
brook,brook,3104,6051.6,9226.8,2.04,
brook,brook,3105,6053.8,9228.7,2.04,
brook,brook,3106,6056.1,9230.6,2.04,
brook,brook,3107,6058.3,9232.4,2.04,
brook,brook,3108,6060.5,9234.3,2.05,
brook,brook,3109,6062.6,9236.2,2.05,
brook,brook,3110,6064.7,9238.1,2.05,
brook,brook,3111,6066.7,9240.1,2.05,
brook,brook,3112,6068.6,9242.1,2.05,
brook,brook,3113,6070.5,9244.1,2.05,
brook,brook,3114,6072.3,9246.2,2.05,
brook,brook,3115,6074.0,9248.3,2.05,
brook,brook,3116,6075.6,9250.5,2.05,
brook,brook,3117,6077.0,9252.8,2.05,
brook,brook,3118,6078.4,9255.1,2.05,
brook,brook,3119,6079.6,9257.5,2.05,
brook,brook,3120,6080.7,9260.0,2.05,
brook,brook,3121,6081.7,9262.6,2.05,
brook,brook,3122,6082.6,9265.2,2.05,
brook,brook,3123,6083.3,9268.0,2.05,
brook,brook,3124,6084.0,9270.8,2.05,
brook,brook,3125,6084.7,9273.6,2.05,
brook,brook,3126,6085.2,9276.6,2.05,
brook,brook,3127,6085.6,9279.6,2.05,
brook,brook,3128,6086.0,9282.6,2.05,
brook,brook,3129,6086.3,9285.7,2.05,
brook,brook,3130,6086.5,9288.8,2.05,
brook,brook,3131,6086.6,9291.9,2.05,
brook,brook,3132,6086.7,9295.1,2.05,
brook,brook,3133,6086.7,9298.3,2.05,
brook,brook,3134,6086.6,9301.5,2.06,
brook,brook,3135,6086.5,9304.7,2.06,
brook,brook,3136,6086.3,9307.8,2.06,
brook,brook,3137,6086.0,9311.0,2.06,
brook,brook,3138,6085.7,9314.2,2.06,
brook,brook,3139,6085.3,9317.3,2.06,
brook,brook,3140,6084.8,9320.4,2.06,
brook,brook,3141,6084.4,9323.5,2.06,
brook,brook,3142,6083.8,9326.5,2.06,
brook,brook,3143,6083.2,9329.5,2.06,
brook,brook,3144,6082.6,9332.4,2.06,
brook,brook,3145,6081.9,9335.3,2.06,
brook,brook,3146,6081.0,9338.2,2.06,
brook,brook,3147,6080.0,9341.1,2.06,
brook,brook,3148,6078.9,9343.9,2.06,
brook,brook,3149,6077.7,9346.8,2.06,
brook,brook,3150,6076.4,9349.7,2.06,
brook,brook,3151,6075.0,9352.6,2.07,
brook,brook,3152,6073.5,9355.4,2.07,
brook,brook,3153,6072.0,9358.3,2.07,
brook,brook,3154,6070.4,9361.1,2.07,
brook,brook,3155,6068.8,9363.9,2.07,
brook,brook,3156,6067.1,9366.7,2.07,
brook,brook,3157,6065.5,9369.5,2.07,
brook,brook,3158,6063.8,9372.3,2.07,
brook,brook,3159,6062.1,9375.0,2.07,
brook,brook,3160,6060.5,9377.8,2.07,
brook,brook,3161,6058.9,9380.5,2.07,
brook,brook,3162,6057.3,9383.2,2.08,
brook,brook,3163,6055.8,9385.8,2.08,
brook,brook,3164,6054.3,9388.4,2.08,
brook,brook,3165,6052.9,9391.1,2.08,
brook,brook,3166,6051.6,9393.6,2.08,
brook,brook,3167,6050.3,9396.2,2.08,
brook,brook,3168,6049.2,9398.7,2.08,
brook,brook,3169,6048.1,9401.2,2.08,
brook,brook,3170,6047.1,9403.7,2.08,
brook,brook,3171,6046.1,9406.2,2.08,
brook,brook,3172,6045.1,9408.7,2.08,
brook,brook,3173,6044.2,9411.2,2.08,
brook,brook,3174,6043.2,9413.6,2.08,
brook,brook,3175,6042.3,9416.1,2.08,
brook,brook,3176,6041.4,9418.5,2.08,
brook,brook,3177,6040.6,9420.9,2.08,
brook,brook,3178,6039.8,9423.3,2.08,
brook,brook,3179,6039.0,9425.6,2.08,
brook,brook,3180,6038.2,9428.0,2.09,
brook,brook,3181,6037.4,9430.3,2.09,
brook,brook,3182,6036.7,9432.5,2.09,
brook,brook,3183,6036.0,9434.7,2.09,
brook,brook,3184,6035.4,9436.9,2.09,
brook,brook,3185,6034.8,9439.0,2.09,
brook,brook,3186,6034.2,9441.1,2.09,
brook,brook,3187,6033.6,9443.1,2.09,
brook,brook,3188,6033.0,9445.1,2.09,
brook,brook,3189,6032.5,9447.0,2.09,
brook,brook,3190,6032.1,9448.9,2.09,
brook,brook,3191,6031.6,9450.7,2.09,
brook,brook,3192,6031.2,9452.4,2.09,
brook,brook,3193,6030.8,9454.1,2.09,
brook,brook,3194,6030.5,9455.7,2.09,
brook,brook,3195,6030.2,9457.3,2.09,
brook,brook,3196,6030.0,9458.8,2.09,
brook,brook,3197,6029.8,9460.3,2.09,
brook,brook,3198,6029.7,9461.8,2.09,
brook,brook,3199,6029.6,9463.2,2.09,
brook,brook,3200,6029.5,9464.6,2.09,
brook,brook,3201,6029.5,9465.9,2.09,
brook,brook,3202,6029.4,9467.1,2.09,
brook,brook,3203,6029.5,9468.4,2.10,
brook,brook,3204,6029.5,9469.6,2.10,
brook,brook,3205,6029.5,9470.7,2.10,
brook,brook,3206,6029.6,9471.8,2.10,
brook,brook,3207,6029.6,9472.8,2.10,
brook,brook,3208,6029.7,9473.8,2.10,
brook,brook,3209,6029.8,9474.8,2.10,
brook,brook,3210,6029.8,9475.7,2.10,
brook,brook,3211,6029.9,9476.5,2.10,
brook,brook,3212,6029.9,9477.3,2.10,
brook,brook,3213,6030.0,9478.0,2.10,
brook,brook,3214,6030.0,9478.7,2.10,
brook,brook,3215,6030.0,9479.4,2.10,
brook,brook,3216,6030.0,9480.0,2.10,mouth
east_brook,brook,0,10540.0,1560.0,0.50,spring
east_brook,brook,1,10540.4,1562.3,0.50,
east_brook,brook,2,10540.8,1564.8,0.50,
east_brook,brook,3,10541.2,1567.7,0.50,
east_brook,brook,4,10541.8,1570.9,0.50,
east_brook,brook,5,10542.3,1574.3,0.50,
east_brook,brook,6,10542.9,1578.0,0.50,
east_brook,brook,7,10543.6,1581.8,0.50,
east_brook,brook,8,10544.2,1585.9,0.51,
east_brook,brook,9,10544.9,1590.2,0.51,
east_brook,brook,10,10545.6,1594.6,0.51,
east_brook,brook,11,10546.4,1599.1,0.51,
east_brook,brook,12,10547.1,1603.8,0.51,
east_brook,brook,13,10547.9,1608.5,0.51,
east_brook,brook,14,10548.7,1613.3,0.51,
east_brook,brook,15,10549.4,1618.1,0.51,
east_brook,brook,16,10550.2,1623.0,0.51,
east_brook,brook,17,10551.0,1627.8,0.51,
east_brook,brook,18,10551.8,1632.7,0.52,
east_brook,brook,19,10552.5,1637.4,0.52,
east_brook,brook,20,10553.3,1642.2,0.52,
east_brook,brook,21,10554.0,1646.8,0.52,
east_brook,brook,22,10554.7,1651.3,0.52,
east_brook,brook,23,10555.4,1655.8,0.52,
east_brook,brook,24,10556.0,1660.0,0.52,
east_brook,brook,25,10556.6,1664.2,0.52,
east_brook,brook,26,10557.2,1668.3,0.52,
east_brook,brook,27,10557.8,1672.4,0.52,
east_brook,brook,28,10558.4,1676.4,0.52,
east_brook,brook,29,10558.9,1680.5,0.52,
east_brook,brook,30,10559.5,1684.5,0.52,
east_brook,brook,31,10560.0,1688.6,0.52,
east_brook,brook,32,10560.6,1692.6,0.52,
east_brook,brook,33,10561.1,1696.6,0.52,
east_brook,brook,34,10561.7,1700.7,0.52,
east_brook,brook,35,10562.2,1704.7,0.52,
east_brook,brook,36,10562.8,1708.8,0.53,
east_brook,brook,37,10563.3,1712.8,0.53,
east_brook,brook,38,10563.8,1716.9,0.53,
east_brook,brook,39,10564.4,1721.0,0.53,
east_brook,brook,40,10565.0,1725.2,0.53,
east_brook,brook,41,10565.5,1729.4,0.53,
east_brook,brook,42,10566.1,1733.6,0.53,
east_brook,brook,43,10566.7,1737.9,0.53,
east_brook,brook,44,10567.3,1742.2,0.53,
east_brook,brook,45,10568.0,1746.5,0.53,
east_brook,brook,46,10568.6,1751.0,0.53,
east_brook,brook,47,10569.3,1755.5,0.53,
east_brook,brook,48,10570.0,1760.0,0.53,
east_brook,brook,49,10570.7,1764.6,0.53,
east_brook,brook,50,10571.4,1769.2,0.53,
east_brook,brook,51,10572.2,1773.8,0.53,
east_brook,brook,52,10572.9,1778.5,0.53,
east_brook,brook,53,10573.7,1783.2,0.53,
east_brook,brook,54,10574.5,1787.9,0.53,
east_brook,brook,55,10575.2,1792.6,0.53,
east_brook,brook,56,10576.0,1797.4,0.54,
east_brook,brook,57,10576.8,1802.2,0.54,
east_brook,brook,58,10577.7,1807.1,0.54,
east_brook,brook,59,10578.5,1811.9,0.54,
east_brook,brook,60,10579.3,1816.9,0.54,
east_brook,brook,61,10580.2,1821.8,0.54,
east_brook,brook,62,10581.0,1826.9,0.54,
east_brook,brook,63,10581.9,1831.9,0.54,
east_brook,brook,64,10582.7,1837.0,0.54,
east_brook,brook,65,10583.6,1842.2,0.54,
east_brook,brook,66,10584.5,1847.4,0.54,
east_brook,brook,67,10585.4,1852.7,0.55,
east_brook,brook,68,10586.3,1858.0,0.55,
east_brook,brook,69,10587.2,1863.4,0.55,
east_brook,brook,70,10588.1,1868.9,0.55,
east_brook,brook,71,10589.1,1874.4,0.55,
east_brook,brook,72,10590.0,1880.0,0.55,pond
east_brook,brook,73,10590.9,1885.7,0.55,
east_brook,brook,74,10591.9,1891.5,0.55,
east_brook,brook,75,10592.9,1897.4,0.55,
east_brook,brook,76,10593.9,1903.4,0.55,
east_brook,brook,77,10594.9,1909.5,0.55,
east_brook,brook,78,10595.9,1915.6,0.56,
east_brook,brook,79,10596.9,1921.9,0.56,
east_brook,brook,80,10598.0,1928.1,0.56,
east_brook,brook,81,10599.0,1934.5,0.56,
east_brook,brook,82,10600.1,1940.9,0.56,
east_brook,brook,83,10601.1,1947.3,0.56,
east_brook,brook,84,10602.2,1953.8,0.56,
east_brook,brook,85,10603.3,1960.2,0.56,
east_brook,brook,86,10604.3,1966.7,0.56,
east_brook,brook,87,10605.4,1973.2,0.56,
east_brook,brook,88,10606.5,1979.6,0.56,
east_brook,brook,89,10607.6,1986.1,0.56,
east_brook,brook,90,10608.6,1992.5,0.57,
east_brook,brook,91,10609.7,1998.9,0.57,
east_brook,brook,92,10610.8,2005.2,0.57,
east_brook,brook,93,10611.8,2011.5,0.57,
east_brook,brook,94,10612.9,2017.8,0.57,
east_brook,brook,95,10614.0,2023.9,0.57,
east_brook,brook,96,10615.0,2030.0,0.57,pond
east_brook,brook,97,10616.0,2036.1,0.57,
east_brook,brook,98,10616.9,2042.2,0.57,
east_brook,brook,99,10617.8,2048.3,0.57,
east_brook,brook,100,10618.7,2054.5,0.57,
east_brook,brook,101,10619.5,2060.7,0.57,
east_brook,brook,102,10620.2,2067.0,0.58,
east_brook,brook,103,10621.0,2073.2,0.58,
east_brook,brook,104,10621.8,2079.4,0.58,
east_brook,brook,105,10622.5,2085.6,0.58,
east_brook,brook,106,10623.3,2091.8,0.58,
east_brook,brook,107,10624.0,2097.9,0.58,
east_brook,brook,108,10624.8,2104.0,0.58,
east_brook,brook,109,10625.7,2110.0,0.58,
east_brook,brook,110,10626.6,2116.0,0.58,
east_brook,brook,111,10627.5,2121.9,0.58,
east_brook,brook,112,10628.5,2127.7,0.58,
east_brook,brook,113,10629.6,2133.4,0.58,
east_brook,brook,114,10630.7,2139.0,0.59,
east_brook,brook,115,10632.0,2144.5,0.59,
east_brook,brook,116,10633.4,2149.9,0.59,
east_brook,brook,117,10634.8,2155.1,0.59,
east_brook,brook,118,10636.4,2160.2,0.59,
east_brook,brook,119,10638.1,2165.2,0.59,
east_brook,brook,120,10640.0,2170.0,0.59,dam
east_brook,brook,121,10642.0,2174.6,0.59,
east_brook,brook,122,10644.1,2179.1,0.59,
east_brook,brook,123,10646.4,2183.4,0.59,
east_brook,brook,124,10648.8,2187.5,0.59,
east_brook,brook,125,10651.3,2191.5,0.59,
east_brook,brook,126,10653.9,2195.4,0.59,
east_brook,brook,127,10656.6,2199.1,0.60,
east_brook,brook,128,10659.4,2202.8,0.60,
east_brook,brook,129,10662.3,2206.3,0.60,
east_brook,brook,130,10665.2,2209.8,0.60,
east_brook,brook,131,10668.2,2213.2,0.60,
east_brook,brook,132,10671.2,2216.6,0.60,
east_brook,brook,133,10674.3,2219.9,0.60,
east_brook,brook,134,10677.4,2223.1,0.60,
east_brook,brook,135,10680.5,2226.4,0.60,
east_brook,brook,136,10683.6,2229.6,0.60,
east_brook,brook,137,10686.7,2232.8,0.60,
east_brook,brook,138,10689.8,2236.0,0.60,
east_brook,brook,139,10692.9,2239.3,0.61,
east_brook,brook,140,10696.0,2242.6,0.61,
east_brook,brook,141,10699.0,2245.9,0.61,
east_brook,brook,142,10702.0,2249.3,0.61,
east_brook,brook,143,10704.9,2252.8,0.61,
east_brook,brook,144,10707.7,2256.3,0.61,
east_brook,brook,145,10710.6,2259.9,0.61,
east_brook,brook,146,10713.5,2263.5,0.61,
east_brook,brook,147,10716.4,2267.0,0.61,
east_brook,brook,148,10719.3,2270.5,0.61,
east_brook,brook,149,10722.3,2274.0,0.61,
east_brook,brook,150,10725.3,2277.5,0.62,
east_brook,brook,151,10728.3,2281.0,0.62,
