# generated from db/map.db — do not edit by hand
# metres from the map's SOUTH-WEST corner, x east, y north
# WHERE A ROAD MAY NOT BE LAID (roads stage 7): water (shallows is
# shelf water, not a ford), forest, groves, old orchards, reserves,
# ruins — each a closed polygon as the plan sheets draw it. THE
# FLOODPLAIN IS DIFFERENT: a dirt road and a path may cross it and go
# under the spring flood (roads.md §9, §11a); gravel, asphalt, an
# upgrade and any unit may not. The whole forest and the whole
# grove are refused, not single trees: a STUB the tracer must say
# aloud. Yard plots are not here — the core knows its own units.
# NO SLOPE: heights live in the layer; «no cliff» is a STUB too.
area,kind,seq,x_m,y_m
forest_north,forest,2942,3262.1,7870.5
forest_north,forest,2943,3263.3,7871.5
forest_north,forest,2944,3264.4,7872.5
forest_north,forest,2945,3265.5,7873.5
forest_north,forest,2946,3266.6,7874.5
forest_north,forest,2947,3267.7,7875.5
forest_north,forest,2948,3268.8,7876.5
forest_north,forest,2949,3270.0,7877.5
forest_north,forest,2950,3271.1,7878.5
forest_north,forest,2951,3272.2,7879.5
forest_north,forest,2952,3273.3,7880.5
forest_north,forest,2953,3274.4,7881.5
forest_north,forest,2954,3275.5,7882.5
forest_north,forest,2955,3276.7,7883.5
forest_north,forest,2956,3277.8,7884.5
forest_north,forest,2957,3278.9,7885.5
forest_north,forest,2958,3280.0,7886.5
forest_north,forest,2959,3281.1,7887.5
forest_north,forest,2960,3282.2,7888.5
forest_north,forest,2961,3283.4,7889.5
forest_north,forest,2962,3284.5,7890.5
forest_north,forest,2963,3285.6,7891.5
forest_north,forest,2964,3286.7,7892.6
forest_north,forest,2965,3287.8,7893.6
forest_north,forest,2966,3288.9,7894.6
forest_north,forest,2967,3290.1,7895.6
forest_north,forest,2968,3291.2,7896.6
forest_north,forest,2969,3292.3,7897.6
forest_north,forest,2970,3293.4,7898.6
forest_north,forest,2971,3294.5,7899.6
forest_north,forest,2972,3295.6,7900.6
forest_north,forest,2973,3296.8,7901.6
forest_north,forest,2974,3297.9,7902.6
forest_north,forest,2975,3299.0,7903.6
forest_north,forest,2976,3300.1,7904.6
forest_north,forest,2977,3301.2,7905.6
forest_north,forest,2978,3302.3,7906.6
forest_north,forest,2979,3303.4,7907.6
forest_north,forest,2980,3304.6,7908.6
forest_north,forest,2981,3305.7,7909.6
forest_north,forest,2982,3306.8,7910.6
forest_north,forest,2983,3307.9,7911.6
forest_north,forest,2984,3309.0,7912.6
forest_north,forest,2985,3310.1,7913.6
forest_north,forest,2986,3311.2,7914.6
forest_north,forest,2987,3312.3,7915.6
forest_north,forest,2988,3313.5,7916.6
forest_north,forest,2989,3314.6,7917.6
forest_north,forest,2990,3315.7,7918.6
forest_north,forest,2991,3316.8,7919.6
forest_north,forest,2992,3317.9,7920.6
forest_north,forest,2993,3319.0,7921.6
forest_north,forest,2994,3320.1,7922.6
forest_north,forest,2995,3321.2,7923.6
forest_north,forest,2996,3322.4,7924.6
forest_north,forest,2997,3323.5,7925.6
forest_north,forest,2998,3324.6,7926.6
forest_north,forest,2999,3325.7,7927.6
forest_north,forest,3000,3326.8,7928.6
forest_north,forest,3001,3327.9,7929.6
forest_north,forest,3002,3329.0,7930.6
forest_north,forest,3003,3330.1,7931.6
forest_north,forest,3004,3331.2,7932.6
forest_north,forest,3005,3332.4,7933.6
forest_north,forest,3006,3333.5,7934.6
forest_north,forest,3007,3334.6,7935.6
forest_north,forest,3008,3335.7,7936.6
forest_north,forest,3009,3336.8,7937.6
forest_north,forest,3010,3337.9,7938.6
forest_north,forest,3011,3339.0,7939.6
forest_north,forest,3012,3340.2,7940.6
forest_north,forest,3013,3341.3,7941.6
forest_north,forest,3014,3342.4,7942.5
forest_north,forest,3015,3343.5,7943.5
forest_north,forest,3016,3344.6,7944.5
forest_north,forest,3017,3345.7,7945.5
forest_north,forest,3018,3346.8,7946.5
forest_north,forest,3019,3347.9,7947.5
forest_north,forest,3020,3349.1,7948.5
forest_north,forest,3021,3350.2,7949.5
forest_north,forest,3022,3351.3,7950.5
forest_north,forest,3023,3352.4,7951.5
forest_north,forest,3024,3353.5,7952.5
forest_north,forest,3025,3354.6,7953.5
forest_north,forest,3026,3355.7,7954.5
forest_north,forest,3027,3356.8,7955.5
forest_north,forest,3028,3357.9,7956.5
forest_north,forest,3029,3359.1,7957.5
forest_north,forest,3030,3360.2,7958.5
forest_north,forest,3031,3361.3,7959.5
forest_north,forest,3032,3362.4,7960.5
forest_north,forest,3033,3363.5,7961.5
forest_north,forest,3034,3364.6,7962.5
forest_north,forest,3035,3365.7,7963.5
forest_north,forest,3036,3366.8,7964.4
forest_north,forest,3037,3368.0,7965.4
forest_north,forest,3038,3369.1,7966.4
forest_north,forest,3039,3370.2,7967.4
forest_north,forest,3040,3371.3,7968.4
forest_north,forest,3041,3372.4,7969.4
forest_north,forest,3042,3373.5,7970.4
forest_north,forest,3043,3374.6,7971.4
forest_north,forest,3044,3375.8,7972.4
forest_north,forest,3045,3376.9,7973.4
forest_north,forest,3046,3378.0,7974.4
forest_north,forest,3047,3379.1,7975.4
forest_north,forest,3048,3380.2,7976.4
forest_north,forest,3049,3381.3,7977.4
forest_north,forest,3050,3382.4,7978.4
forest_north,forest,3051,3383.5,7979.4
forest_north,forest,3052,3384.7,7980.4
forest_north,forest,3053,3385.8,7981.4
forest_north,forest,3054,3386.9,7982.4
forest_north,forest,3055,3388.0,7983.4
forest_north,forest,3056,3389.1,7984.4
forest_north,forest,3057,3390.2,7985.4
forest_north,forest,3058,3391.3,7986.4
forest_north,forest,3059,3392.4,7987.4
forest_north,forest,3060,3393.6,7988.4
forest_north,forest,3061,3394.7,7989.4
forest_north,forest,3062,3395.8,7990.3
forest_north,forest,3063,3396.9,7991.3
forest_north,forest,3064,3398.0,7992.3
forest_north,forest,3065,3399.1,7993.3
forest_north,forest,3066,3400.2,7994.3
forest_north,forest,3067,3401.3,7995.3
forest_north,forest,3068,3402.5,7996.3
forest_north,forest,3069,3403.6,7997.3
forest_north,forest,3070,3404.7,7998.3
forest_north,forest,3071,3405.8,7999.3
forest_north,forest,3072,3406.9,8000.3
forest_north,forest,3073,3408.0,8001.3
forest_north,forest,3074,3409.1,8002.3
forest_north,forest,3075,3410.2,8003.3
forest_north,forest,3076,3411.3,8004.3
forest_north,forest,3077,3412.4,8005.3
forest_north,forest,3078,3413.6,8006.3
forest_north,forest,3079,3414.7,8007.3
forest_north,forest,3080,3415.8,8008.2
forest_north,forest,3081,3416.9,8009.2
forest_north,forest,3082,3418.0,8010.2
forest_north,forest,3083,3419.1,8011.2
forest_north,forest,3084,3420.2,8012.2
forest_north,forest,3085,3421.3,8013.2
forest_north,forest,3086,3422.4,8014.2
forest_north,forest,3087,3423.5,8015.2
forest_north,forest,3088,3424.6,8016.2
forest_north,forest,3089,3425.7,8017.2
forest_north,forest,3090,3426.9,8018.2
forest_north,forest,3091,3428.0,8019.1
forest_north,forest,3092,3429.1,8020.1
forest_north,forest,3093,3430.2,8021.1
forest_north,forest,3094,3431.3,8022.1
forest_north,forest,3095,3432.4,8023.1
forest_north,forest,3096,3433.5,8024.1
forest_north,forest,3097,3434.6,8025.1
forest_north,forest,3098,3435.7,8026.1
forest_north,forest,3099,3436.8,8027.1
forest_north,forest,3100,3437.9,8028.1
forest_north,forest,3101,3439.0,8029.0
forest_north,forest,3102,3440.1,8030.0
forest_north,forest,3103,3441.3,8031.0
forest_north,forest,3104,3442.4,8032.0
forest_north,forest,3105,3443.5,8033.0
forest_north,forest,3106,3444.6,8034.0
forest_north,forest,3107,3445.7,8035.0
forest_north,forest,3108,3446.8,8036.0
forest_north,forest,3109,3447.9,8036.9
forest_north,forest,3110,3449.0,8037.9
forest_north,forest,3111,3450.1,8038.9
forest_north,forest,3112,3451.2,8039.9
forest_north,forest,3113,3452.3,8040.9
forest_north,forest,3114,3453.4,8041.9
forest_north,forest,3115,3454.6,8042.9
forest_north,forest,3116,3455.7,8043.9
forest_north,forest,3117,3456.8,8044.8
forest_north,forest,3118,3457.9,8045.8
forest_north,forest,3119,3459.0,8046.8
forest_north,forest,3120,3460.1,8047.8
forest_north,forest,3121,3461.2,8048.8
forest_north,forest,3122,3462.3,8049.8
forest_north,forest,3123,3463.4,8050.8
forest_north,forest,3124,3464.5,8051.7
forest_north,forest,3125,3465.7,8052.7
forest_north,forest,3126,3466.8,8053.7
forest_north,forest,3127,3467.9,8054.7
forest_north,forest,3128,3469.0,8055.7
forest_north,forest,3129,3470.1,8056.7
forest_north,forest,3130,3471.2,8057.6
forest_north,forest,3131,3472.3,8058.6
forest_north,forest,3132,3473.4,8059.6
forest_north,forest,3133,3474.6,8060.6
forest_north,forest,3134,3475.7,8061.6
forest_north,forest,3135,3476.8,8062.6
forest_north,forest,3136,3477.9,8063.5
forest_north,forest,3137,3479.0,8064.5
forest_north,forest,3138,3480.1,8065.5
forest_north,forest,3139,3481.2,8066.5
forest_north,forest,3140,3482.4,8067.5
forest_north,forest,3141,3483.5,8068.5
forest_north,forest,3142,3484.6,8069.4
forest_north,forest,3143,3485.7,8070.4
forest_north,forest,3144,3486.8,8071.4
forest_north,forest,3145,3487.9,8072.4
forest_north,forest,3146,3489.0,8073.4
forest_north,forest,3147,3490.1,8074.4
forest_north,forest,3148,3491.2,8075.3
forest_north,forest,3149,3492.3,8076.3
forest_north,forest,3150,3493.5,8077.3
forest_north,forest,3151,3494.6,8078.3
forest_north,forest,3152,3495.7,8079.3
forest_north,forest,3153,3496.8,8080.3
forest_north,forest,3154,3497.9,8081.2
forest_north,forest,3155,3499.0,8082.2
forest_north,forest,3156,3500.1,8083.2
forest_north,forest,3157,3501.2,8084.2
forest_north,forest,3158,3502.3,8085.2
forest_north,forest,3159,3503.4,8086.2
forest_north,forest,3160,3504.5,8087.1
forest_north,forest,3161,3505.6,8088.1
forest_north,forest,3162,3506.8,8089.1
forest_north,forest,3163,3507.9,8090.1
forest_north,forest,3164,3509.0,8091.1
forest_north,forest,3165,3510.1,8092.1
forest_north,forest,3166,3511.2,8093.0
forest_north,forest,3167,3512.3,8094.0
forest_north,forest,3168,3513.4,8095.0
forest_north,forest,3169,3514.5,8096.0
forest_north,forest,3170,3515.6,8097.0
forest_north,forest,3171,3516.7,8097.9
forest_north,forest,3172,3517.8,8098.9
forest_north,forest,3173,3518.9,8099.9
forest_north,forest,3174,3520.1,8100.9
forest_north,forest,3175,3521.2,8101.9
forest_north,forest,3176,3522.3,8102.8
forest_north,forest,3177,3523.4,8103.8
forest_north,forest,3178,3524.5,8104.8
forest_north,forest,3179,3525.6,8105.8
forest_north,forest,3180,3526.7,8106.8
forest_north,forest,3181,3527.8,8107.7
forest_north,forest,3182,3528.9,8108.7
forest_north,forest,3183,3530.0,8109.7
forest_north,forest,3184,3531.1,8110.7
forest_north,forest,3185,3532.2,8111.7
forest_north,forest,3186,3533.3,8112.6
forest_north,forest,3187,3534.5,8113.6
forest_north,forest,3188,3535.6,8114.6
forest_north,forest,3189,3536.7,8115.6
forest_north,forest,3190,3537.8,8116.5
forest_north,forest,3191,3538.9,8117.5
forest_north,forest,3192,3540.0,8118.5
forest_north,forest,3193,3541.1,8119.5
forest_north,forest,3194,3542.2,8120.4
forest_north,forest,3195,3543.3,8121.4
forest_north,forest,3196,3544.4,8122.4
forest_north,forest,3197,3545.5,8123.4
forest_north,forest,3198,3546.6,8124.3
forest_north,forest,3199,3547.8,8125.3
forest_north,forest,3200,3548.9,8126.3
forest_north,forest,3201,3550.0,8127.3
forest_north,forest,3202,3551.1,8128.2
forest_north,forest,3203,3552.2,8129.2
forest_north,forest,3204,3553.3,8130.2
forest_north,forest,3205,3554.4,8131.1
forest_north,forest,3206,3555.5,8132.1
forest_north,forest,3207,3556.6,8133.1
forest_north,forest,3208,3557.7,8134.0
forest_north,forest,3209,3558.8,8135.0
forest_north,forest,3210,3559.9,8136.0
forest_north,forest,3211,3561.1,8136.9
forest_north,forest,3212,3562.2,8137.9
forest_north,forest,3213,3563.3,8138.9
forest_north,forest,3214,3564.4,8139.9
forest_north,forest,3215,3565.5,8140.8
forest_north,forest,3216,3566.6,8141.8
forest_north,forest,3217,3567.7,8142.8
forest_north,forest,3218,3568.8,8143.7
forest_north,forest,3219,3569.9,8144.7
forest_north,forest,3220,3571.0,8145.7
forest_north,forest,3221,3572.2,8146.7
forest_north,forest,3222,3573.3,8147.6
forest_north,forest,3223,3574.4,8148.6
forest_north,forest,3224,3575.5,8149.6
forest_north,forest,3225,3576.6,8150.5
forest_north,forest,3226,3577.7,8151.5
forest_north,forest,3227,3578.8,8152.5
forest_north,forest,3228,3579.9,8153.5
forest_north,forest,3229,3581.1,8154.4
forest_north,forest,3230,3582.2,8155.4
forest_north,forest,3231,3583.3,8156.4
forest_north,forest,3232,3584.4,8157.3
forest_north,forest,3233,3585.5,8158.3
forest_north,forest,3234,3586.6,8159.3
forest_north,forest,3235,3587.7,8160.3
forest_north,forest,3236,3588.8,8161.2
forest_north,forest,3237,3590.0,8162.2
forest_north,forest,3238,3591.1,8163.2
forest_north,forest,3239,3592.2,8164.1
forest_north,forest,3240,3593.3,8165.1
forest_north,forest,3241,3594.4,8166.1
forest_north,forest,3242,3595.5,8167.0
forest_north,forest,3243,3596.6,8168.0
forest_north,forest,3244,3597.8,8169.0
forest_north,forest,3245,3598.9,8169.9
forest_north,forest,3246,3600.0,8170.9
forest_north,forest,3247,3601.1,8171.9
forest_north,forest,3248,3602.2,8172.8
forest_north,forest,3249,3603.3,8173.8
forest_north,forest,3250,3604.4,8174.7
forest_north,forest,3251,3605.5,8175.7
forest_north,forest,3252,3606.7,8176.7
forest_north,forest,3253,3607.8,8177.6
forest_north,forest,3254,3608.9,8178.6
forest_north,forest,3255,3610.0,8179.5
forest_north,forest,3256,3611.1,8180.5
forest_north,forest,3257,3612.2,8181.5
forest_north,forest,3258,3613.3,8182.4
forest_north,forest,3259,3614.4,8183.4
forest_north,forest,3260,3615.6,8184.4
forest_north,forest,3261,3616.7,8185.3
forest_north,forest,3262,3617.8,8186.3
forest_north,forest,3263,3618.9,8187.2
forest_north,forest,3264,3620.0,8188.2
forest_north,forest,3265,3621.1,8189.2
forest_north,forest,3266,3622.2,8190.1
forest_north,forest,3267,3623.3,8191.1
forest_north,forest,3268,3624.4,8192.1
forest_north,forest,3269,3625.6,8193.0
forest_north,forest,3270,3626.7,8194.0
forest_north,forest,3271,3627.8,8194.9
forest_north,forest,3272,3628.9,8195.9
forest_north,forest,3273,3630.0,8196.9
forest_north,forest,3274,3631.1,8197.8
forest_north,forest,3275,3632.2,8198.8
forest_north,forest,3276,3633.3,8199.8
forest_north,forest,3277,3634.5,8200.7
forest_north,forest,3278,3635.6,8201.7
forest_north,forest,3279,3636.7,8202.7
forest_north,forest,3280,3637.8,8203.6
forest_north,forest,3281,3638.9,8204.6
forest_north,forest,3282,3640.0,8205.5
forest_north,forest,3283,3641.1,8206.5
forest_north,forest,3284,3642.3,8207.5
forest_north,forest,3285,3643.4,8208.4
forest_north,forest,3286,3644.5,8209.4
forest_north,forest,3287,3645.6,8210.3
forest_north,forest,3288,3646.7,8211.3
forest_north,forest,3289,3647.8,8212.3
forest_north,forest,3290,3648.9,8213.2
forest_north,forest,3291,3650.0,8214.2
forest_north,forest,3292,3651.1,8215.1
forest_north,forest,3293,3652.3,8216.1
forest_north,forest,3294,3653.4,8217.0
forest_north,forest,3295,3654.5,8218.0
forest_north,forest,3296,3655.6,8219.0
forest_north,forest,3297,3656.7,8219.9
forest_north,forest,3298,3657.8,8220.9
forest_north,forest,3299,3658.9,8221.8
forest_north,forest,3300,3660.0,8222.8
forest_north,forest,3301,3661.2,8223.7
forest_north,forest,3302,3662.3,8224.7
forest_north,forest,3303,3663.4,8225.6
forest_north,forest,3304,3664.5,8226.6
forest_north,forest,3305,3665.6,8227.5
forest_north,forest,3306,3666.7,8228.5
forest_north,forest,3307,3667.8,8229.4
forest_north,forest,3308,3668.9,8230.4
forest_north,forest,3309,3670.1,8231.3
forest_north,forest,3310,3671.2,8232.3
forest_north,forest,3311,3672.3,8233.2
forest_north,forest,3312,3673.4,8234.2
forest_north,forest,3313,3674.5,8235.2
forest_north,forest,3314,3675.6,8236.1
forest_north,forest,3315,3676.7,8237.1
forest_north,forest,3316,3677.9,8238.0
forest_north,forest,3317,3679.0,8239.0
forest_north,forest,3318,3680.1,8239.9
forest_north,forest,3319,3681.2,8240.9
forest_north,forest,3320,3682.3,8241.8
forest_north,forest,3321,3683.4,8242.8
forest_north,forest,3322,3684.6,8243.7
forest_north,forest,3323,3685.7,8244.7
forest_north,forest,3324,3686.8,8245.6
forest_north,forest,3325,3687.9,8246.6
forest_north,forest,3326,3689.0,8247.5
forest_north,forest,3327,3690.1,8248.5
forest_north,forest,3328,3691.3,8249.4
forest_north,forest,3329,3692.4,8250.4
forest_north,forest,3330,3693.5,8251.3
forest_north,forest,3331,3694.6,8252.3
forest_north,forest,3332,3695.7,8253.2
forest_north,forest,3333,3696.8,8254.2
forest_north,forest,3334,3698.0,8255.1
forest_north,forest,3335,3699.1,8256.1
forest_north,forest,3336,3700.2,8257.0
forest_north,forest,3337,3701.3,8257.9
forest_north,forest,3338,3702.4,8258.9
forest_north,forest,3339,3703.6,8259.8
forest_north,forest,3340,3704.7,8260.8
forest_north,forest,3341,3705.8,8261.7
forest_north,forest,3342,3706.9,8262.7
forest_north,forest,3343,3708.0,8263.6
forest_north,forest,3344,3709.2,8264.6
forest_north,forest,3345,3710.3,8265.5
forest_north,forest,3346,3711.4,8266.4
forest_north,forest,3347,3712.5,8267.4
forest_north,forest,3348,3713.7,8268.3
forest_north,forest,3349,3714.8,8269.3
forest_north,forest,3350,3715.9,8270.2
forest_north,forest,3351,3717.0,8271.1
forest_north,forest,3352,3718.1,8272.1
forest_north,forest,3353,3719.3,8273.0
forest_north,forest,3354,3720.4,8274.0
forest_north,forest,3355,3721.5,8274.9
forest_north,forest,3356,3722.6,8275.8
forest_north,forest,3357,3723.7,8276.8
forest_north,forest,3358,3724.9,8277.7
forest_north,forest,3359,3726.0,8278.7
forest_north,forest,3360,3727.1,8279.6
forest_north,forest,3361,3728.2,8280.5
forest_north,forest,3362,3729.3,8281.5
forest_north,forest,3363,3730.5,8282.4
forest_north,forest,3364,3731.6,8283.4
forest_north,forest,3365,3732.7,8284.3
forest_north,forest,3366,3733.8,8285.2
forest_north,forest,3367,3734.9,8286.2
forest_north,forest,3368,3736.0,8287.1
forest_north,forest,3369,3737.1,8288.0
forest_north,forest,3370,3738.3,8289.0
forest_north,forest,3371,3739.4,8289.9
forest_north,forest,3372,3740.5,8290.9
forest_north,forest,3373,3741.6,8291.8
forest_north,forest,3374,3742.7,8292.7
forest_north,forest,3375,3743.8,8293.7
forest_north,forest,3376,3745.0,8294.6
forest_north,forest,3377,3746.1,8295.5
forest_north,forest,3378,3747.2,8296.5
forest_north,forest,3379,3748.3,8297.4
forest_north,forest,3380,3749.4,8298.4
forest_north,forest,3381,3750.5,8299.3
forest_north,forest,3382,3751.7,8300.2
forest_north,forest,3383,3752.8,8301.2
forest_north,forest,3384,3753.9,8302.1
forest_north,forest,3385,3755.0,8303.0
forest_north,forest,3386,3756.1,8304.0
forest_north,forest,3387,3757.3,8304.9
forest_north,forest,3388,3758.4,8305.8
forest_north,forest,3389,3759.5,8306.8
forest_north,forest,3390,3760.6,8307.7
forest_north,forest,3391,3761.8,8308.6
forest_north,forest,3392,3762.9,8309.6
forest_north,forest,3393,3764.0,8310.5
forest_north,forest,3394,3765.1,8311.5
forest_north,forest,3395,3766.3,8312.4
forest_north,forest,3396,3767.4,8313.3
forest_north,forest,3397,3768.5,8314.3
forest_north,forest,3398,3769.6,8315.2
forest_north,forest,3399,3770.8,8316.1
forest_north,forest,3400,3771.9,8317.1
forest_north,forest,3401,3773.0,8318.0
forest_north,forest,3402,3774.1,8318.9
forest_north,forest,3403,3775.3,8319.9
forest_north,forest,3404,3776.4,8320.8
forest_north,forest,3405,3777.5,8321.7
forest_north,forest,3406,3778.6,8322.6
forest_north,forest,3407,3779.8,8323.6
forest_north,forest,3408,3780.9,8324.5
forest_north,forest,3409,3782.0,8325.4
forest_north,forest,3410,3783.2,8326.4
forest_north,forest,3411,3784.3,8327.3
forest_north,forest,3412,3785.4,8328.2
forest_north,forest,3413,3786.5,8329.1
forest_north,forest,3414,3787.7,8330.0
forest_north,forest,3415,3788.8,8331.0
forest_north,forest,3416,3789.9,8331.9
forest_north,forest,3417,3791.0,8332.8
forest_north,forest,3418,3792.2,8333.7
forest_north,forest,3419,3793.3,8334.6
forest_north,forest,3420,3794.4,8335.6
forest_north,forest,3421,3795.5,8336.5
forest_north,forest,3422,3796.7,8337.4
forest_north,forest,3423,3797.8,8338.3
forest_north,forest,3424,3798.9,8339.2
forest_north,forest,3425,3800.0,8340.2
forest_north,forest,3426,3801.2,8341.1
forest_north,forest,3427,3802.3,8342.0
forest_north,forest,3428,3803.4,8342.9
forest_north,forest,3429,3804.5,8343.8
forest_north,forest,3430,3805.7,8344.8
forest_north,forest,3431,3806.8,8345.7
forest_north,forest,3432,3807.9,8346.6
forest_north,forest,3433,3809.0,8347.5
forest_north,forest,3434,3810.1,8348.4
forest_north,forest,3435,3811.3,8349.4
forest_north,forest,3436,3812.4,8350.3
forest_north,forest,3437,3813.5,8351.2
forest_north,forest,3438,3814.6,8352.1
forest_north,forest,3439,3815.8,8353.1
forest_north,forest,3440,3816.9,8354.0
forest_north,forest,3441,3818.0,8354.9
forest_north,forest,3442,3819.1,8355.8
forest_north,forest,3443,3820.3,8356.7
forest_north,forest,3444,3821.4,8357.7
forest_north,forest,3445,3822.5,8358.6
forest_north,forest,3446,3823.6,8359.5
forest_north,forest,3447,3824.8,8360.4
forest_north,forest,3448,3825.9,8361.4
forest_north,forest,3449,3827.0,8362.3
forest_north,forest,3450,3828.1,8363.2
forest_north,forest,3451,3829.3,8364.1
forest_north,forest,3452,3830.4,8365.0
forest_north,forest,3453,3831.5,8366.0
forest_north,forest,3454,3832.6,8366.9
forest_north,forest,3455,3833.8,8367.8
forest_north,forest,3456,3834.9,8368.7
forest_north,forest,3457,3836.0,8369.6
forest_north,forest,3458,3837.2,8370.5
forest_north,forest,3459,3838.3,8371.4
forest_north,forest,3460,3839.4,8372.4
forest_north,forest,3461,3840.5,8373.3
forest_north,forest,3462,3841.7,8374.2
forest_north,forest,3463,3842.8,8375.1
forest_north,forest,3464,3843.9,8376.0
forest_north,forest,3465,3845.1,8376.9
forest_north,forest,3466,3846.2,8377.8
forest_north,forest,3467,3847.3,8378.7
forest_north,forest,3468,3848.4,8379.6
forest_north,forest,3469,3849.6,8380.5
forest_north,forest,3470,3850.7,8381.4
forest_north,forest,3471,3851.8,8382.3
forest_north,forest,3472,3853.0,8383.2
forest_north,forest,3473,3854.1,8384.2
forest_north,forest,3474,3855.2,8385.1
forest_north,forest,3475,3856.3,8386.0
forest_north,forest,3476,3857.5,8386.9
forest_north,forest,3477,3858.6,8387.8
forest_north,forest,3478,3859.7,8388.7
forest_north,forest,3479,3860.9,8389.6
forest_north,forest,3480,3862.0,8390.5
forest_north,forest,3481,3863.1,8391.4
forest_north,forest,3482,3864.3,8392.3
forest_north,forest,3483,3865.4,8393.2
forest_north,forest,3484,3866.5,8394.1
forest_north,forest,3485,3867.7,8395.0
forest_north,forest,3486,3868.8,8396.0
forest_north,forest,3487,3869.9,8396.9
forest_north,forest,3488,3871.1,8397.8
forest_north,forest,3489,3872.2,8398.7
forest_north,forest,3490,3873.3,8399.6
forest_north,forest,3491,3874.5,8400.5
forest_north,forest,3492,3875.6,8401.4
forest_north,forest,3493,3876.7,8402.3
forest_north,forest,3494,3877.9,8403.2
forest_north,forest,3495,3879.0,8404.1
forest_north,forest,3496,3880.1,8405.0
forest_north,forest,3497,3881.3,8405.9
forest_north,forest,3498,3882.4,8406.9
forest_north,forest,3499,3883.5,8407.8
forest_north,forest,3500,3884.7,8408.7
forest_north,forest,3501,3885.8,8409.6
forest_north,forest,3502,3886.9,8410.5
forest_north,forest,3503,3888.1,8411.4
forest_north,forest,3504,3889.2,8412.3
forest_north,forest,3505,3890.3,8413.2
forest_north,forest,3506,3891.5,8414.1
forest_north,forest,3507,3892.6,8415.0
forest_north,forest,3508,3893.7,8415.9
forest_north,forest,3509,3894.9,8416.8
forest_north,forest,3510,3896.0,8417.7
forest_north,forest,3511,3897.1,8418.6
forest_north,forest,3512,3898.3,8419.5
forest_north,forest,3513,3899.4,8420.4
forest_north,forest,3514,3900.5,8421.4
forest_north,forest,3515,3901.7,8422.3
forest_north,forest,3516,3902.8,8423.2
forest_north,forest,3517,3903.9,8424.1
forest_north,forest,3518,3905.1,8425.0
forest_north,forest,3519,3906.2,8425.9
forest_north,forest,3520,3907.3,8426.8
forest_north,forest,3521,3908.5,8427.7
forest_north,forest,3522,3909.6,8428.6
forest_north,forest,3523,3910.7,8429.5
forest_north,forest,3524,3911.9,8430.4
forest_north,forest,3525,3913.0,8431.3
forest_north,forest,3526,3914.1,8432.2
forest_north,forest,3527,3915.3,8433.1
forest_north,forest,3528,3916.4,8434.0
forest_north,forest,3529,3917.5,8434.9
forest_north,forest,3530,3918.7,8435.8
forest_north,forest,3531,3919.8,8436.7
forest_north,forest,3532,3920.9,8437.6
forest_north,forest,3533,3922.1,8438.5
forest_north,forest,3534,3923.2,8439.4
forest_north,forest,3535,3924.4,8440.3
forest_north,forest,3536,3925.5,8441.2
forest_north,forest,3537,3926.6,8442.1
forest_north,forest,3538,3927.8,8443.0
forest_north,forest,3539,3928.9,8443.9
forest_north,forest,3540,3930.0,8444.8
forest_north,forest,3541,3931.2,8445.7
forest_north,forest,3542,3932.3,8446.6
forest_north,forest,3543,3933.5,8447.5
forest_north,forest,3544,3934.6,8448.4
forest_north,forest,3545,3935.7,8449.3
forest_north,forest,3546,3936.9,8450.2
forest_north,forest,3547,3938.0,8451.1
forest_north,forest,3548,3939.1,8452.0
forest_north,forest,3549,3940.3,8452.9
forest_north,forest,3550,3941.4,8453.8
forest_north,forest,3551,3942.6,8454.7
forest_north,forest,3552,3943.7,8455.6
forest_north,forest,3553,3944.8,8456.5
forest_north,forest,3554,3946.0,8457.4
forest_north,forest,3555,3947.1,8458.3
forest_north,forest,3556,3948.2,8459.2
forest_north,forest,3557,3949.4,8460.1
forest_north,forest,3558,3950.5,8461.0
forest_north,forest,3559,3951.7,8461.9
forest_north,forest,3560,3952.8,8462.8
forest_north,forest,3561,3953.9,8463.7
forest_north,forest,3562,3955.1,8464.6
forest_north,forest,3563,3956.2,8465.5
forest_north,forest,3564,3957.3,8466.4
forest_north,forest,3565,3958.5,8467.3
forest_north,forest,3566,3959.6,8468.2
forest_north,forest,3567,3960.8,8469.0
forest_north,forest,3568,3961.9,8469.9
forest_north,forest,3569,3963.0,8470.8
forest_north,forest,3570,3964.2,8471.7
forest_north,forest,3571,3965.3,8472.6
forest_north,forest,3572,3966.4,8473.5
forest_north,forest,3573,3967.6,8474.4
forest_north,forest,3574,3968.7,8475.3
forest_north,forest,3575,3969.9,8476.2
forest_north,forest,3576,3971.0,8477.1
forest_north,forest,3577,3972.1,8478.0
forest_north,forest,3578,3973.3,8478.9
forest_north,forest,3579,3974.4,8479.8
forest_north,forest,3580,3975.5,8480.7
forest_north,forest,3581,3976.7,8481.6
forest_north,forest,3582,3977.8,8482.5
forest_north,forest,3583,3979.0,8483.4
forest_north,forest,3584,3980.1,8484.2
forest_north,forest,3585,3981.2,8485.1
forest_north,forest,3586,3982.4,8486.0
forest_north,forest,3587,3983.5,8486.9
forest_north,forest,3588,3984.6,8487.8
forest_north,forest,3589,3985.8,8488.7
forest_north,forest,3590,3986.9,8489.6
forest_north,forest,3591,3988.1,8490.5
forest_north,forest,3592,3989.2,8491.4
